Benchmark,Steady Percentage
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordWattsStogatzparams_k=100&numOfVertices=10000&p=0.5,"([0.409, 0.589, 1.0003337783711614, 0.8869623207735912, 0.8921175684702739, 1.0003338898163605, 1.0003333333333333, 1.0003333333333333, 0.8753333333333333, 1.0003335557038024], [746.6720952319976, 523.8974054399964, 0, 158.04504473600025, 143.32880486399978, 0, 0, 0, 185.28914636800042, 0], [False, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.defaultRequestparams_,"([0.7711609233857477, 0.9336461126005362, 0.9338014042126379, 0.8663316582914573, 0.49146300636089724, 0.7449013707790036, 0.866644385026738, 0.7135695187165776, 0.7073007367716008, 0.8551354968216794], [0.006024433702209037, 0.002162471730037572, 0.002151300824424978, 0.003998335068136815, 0.014585130100397485, 0.005351562005630116, 0.00399243123522976, 0.0062188778433528566, 0.008428304191595137, 0.004777967020139776], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiMapparams_,"([0.932, 0.9336666666666666, 0.9336666666666666, 0.9336666666666666, 0.9336666666666666, 0.44033333333333335, 0.9336666666666666, 0.9336666666666666, 0.9336666666666666, 0.932], [56.56595660800002, 56.566743040000006, 56.002084863999976, 54.749036543999985, 54.59673087999998, 440.06873497599844, 55.677550592000024, 53.69076121600004, 54.916808704000005, 54.853369856000015], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.jsr223.JavaTranslatorBenchmark.testTranslationWithStrategyparams_,"([0.9335559265442404, 0.9335337341349366, 0.9334225493476079, 0.2561872909698997, 0.9334670678702774, 0.9333779712085705, 0.9334448160535117, 0.9334670678702774, 0.9318637274549099, 0.9335115268960908], [0.005683368207669581, 0.00589601235485388, 0.005743478217304261, 0.04624121786261923, 0.005689333950917437, 0.005827835561801871, 0.0058374022441022725, 0.0059509646369474145, 0.006122807478628415, 0.005778912841463995], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelectparams_,"([0.9331317204301075, 0.9314516129032258, 0.9131164038913117, 0.23053691275167784, 0.7803157541148807, 0.9266085790884718, 0.9234113712374582, 0.933154182062479, 0.8326626425217974, 0.928380187416332], [0.0006769267865098485, 0.000731349769072609, 0.0008403820937370235, 0.004446500322815097, 0.001899780654214299, 0.0007230985789479407, 0.0008438065334991127, 0.0007023366140245139, 0.0014381789147671186, 0.0007274660012092947], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMPparams_,"([0.9335337341349366, 0.933889816360601, 0.9335781041388518, 0.9335337341349366, 0.9335115268960908, 0.933889816360601, 0.9335559265442404, 0.9339118825100133, 0.9335337341349366, 0.8566176470588235], [0.3156745196408616, 0.3234865076085795, 0.3153458849544879, 0.3346753010258926, 0.32911736941313713, 0.31206550023356033, 0.3149383729926911, 0.33685041371182944, 0.3163981047966217, 0.5426895038491459], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.SpanBenchmarks.padLeft_17Charsparams_,"([0.7152917505030181, 0.8652884294764922, 0.9167502507522568, 0.8916750250752257, 0.5023395721925134, 0.6961898395721925, 0.6153328850033625, 0.7231182795698925, 0.9334670678702774, 0.9295347269049224], [0.00012703297984376698, 7.867857859988744e-05, 5.159165000659048e-05, 5.830447692462504e-05, 0.00016098811262361314, 0.00015800253013336122, 0.00015309381425579574, 0.00012152280333437071, 3.756111823023748e-05, 4.76712599718355e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType3params_,"([0.8193333333333334, 0.7993333333333333, 0.728881469115192, 0.207, 0.8196666666666667, 0.8986666666666666, 0.5855855855855856, 0.6034712950600801, 0.880920613742495, 0.9342895263509006], [4.4025263907774065e-05, 1.7552909468024888e-05, 6.760824219426911e-05, 0.0001980884890943889, 1.5528366364152104e-05, 2.3968777206726692e-05, 3.330700819348326e-05, 7.016384996210736e-05, 2.6746198258953736e-05, 1.499920225218057e-05], [True, True, True, True, True, True, False, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbcparams_resultSize=10,"([0.9334893048128342, 0.9334002677376171, 0.9333333333333333, 0.9333779712085705, 0.9334670678702774, 0.9300301305657851, 0.9284998329435349, 0.9266822899229996, 0.9000668449197861, 0.9334670678702774], [0.0005272871089925375, 0.00047887858380793566, 0.0004924288037682946, 0.0004636936042620688, 0.0005211465505103824, 0.0004922828329729237, 0.0005289155286704799, 0.0005641630378495466, 0.0007658200928655509, 0.00048128396943162335], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduceparams_matches=0&size=3,"([0.8664658634538153, 0.18543267624457066, 0.8657314629258517, 0.8665551839464883, 0.6504336224149433, 0.9335115268960908, 0.06858481097356976, 0.47779632721202003, 0.8666889408620113, 0.9019673224408136], [2.4837312121354915e-05, 8.712347813213166e-05, 1.299002126072609e-05, 2.68377490669726e-05, 2.5969734948866253e-05, 1.4255742086690562e-05, 0.00017157913305924092, 0.00010061025836694324, 2.71787682917359e-05, 1.945747827737409e-05], [True, False, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopyparams_charsInitSize=64&simulatedDataSize=10000,"([0.25266666666666665, 0.40280093364454816, 0.4278092697565855, 0.9336224149432956, 0.9319773257752584, 0.829, 0.206, 0.34611537179059687, 0.8438438438438438, 0.2846666666666667], [7.047068059692271e-05, 3.811152690601709e-05, 4.5558731590073075e-05, 1.456144869021139e-05, 1.5411679905217513e-05, 1.8110671548434077e-05, 1.4921577545871975e-05, 4.070592867172843e-05, 1.1431034773007815e-05, 3.3599786163799765e-05], [False, False, False, True, True, True, False, False, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ecparams_isPresized=false&loadFactor=0.80f&size=3000000,"([0.33488992661774514, 0.6956666666666667, 0.516, 0.8553333333333333, 0.5756666666666667, 0.685790527018012, 0.729, 0.3476666666666667, 0.8236666666666667, 0.8763333333333333], [1857.8313052159972, 844.9477836799994, 1353.6057098240015, 409.5465226240003, 1187.9820820480015, 873.298132991999, 756.043218943999, 1795.410624512001, 492.8684687360001, 350.7172147200001], [True, True, False, True, False, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlainparams_count=1,"([0.9202535869202536, 0.9336002669336003, 0.9335781041388518, 0.9255177020708083, 0.9335115268960908, 0.9342895263509006, 0.8518518518518519, 0.9319773257752584, 0.930193720774883, 0.9321977287909151], [1.9110899013365937e-05, 1.6376389126823436e-05, 1.5338028958757316e-05, 1.7215360960804456e-05, 1.6651953844398475e-05, 1.7378674942177603e-05, 3.6523832370565766e-05, 1.7033211600162608e-05, 1.886738852840192e-05, 1.650042299446071e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineStringparams_,"([0.7566755674232309, 0.8397993311036789, 0.9149648476732507, 0.9337792642140468, 0.8666889408620113, 0.6929502171734047, 0.9254180602006689, 0.7500836400133823, 0.858051556745899, 0.7261785356068204], [0.0004464521693298558, 0.00030615395232662786, 0.00015867826431576054, 0.00013819173757729906, 0.00023877999047949958, 0.0005100845724861721, 0.00015502715710291712, 0.0003132025868646294, 0.00026192531216845947, 0.0004985326978780314], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.9335115268960908, 0.9334893048128342, 0.5857572718154463, 0.9339118825100133, 0.9268537074148296, 0.920066889632107, 0.07304869913275518, 0.8156928213689483, 0.9342895263509006, 0.9002335669002336], [1.197961126818186, 1.1191971581697775, 6.55763900313004, 1.1033486021311927, 1.2734882314894687, 1.3038956318557957, 14.28541254190436, 1.9862799128423987, 1.1563474914898475, 1.72925359572431], [True, True, True, True, True, True, False, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StatementBenchmarks.parametrizedR2dbcparams_,"([0.8180602006688963, 0.33869346733668343, 0.9334225493476079, 0.8663764233087743, 0.9334225493476079, 0.8661971830985915, 0.11719274680993956, 0.8631191432396251, 0.9334670678702774, 0.9334002677376171], [0.01515510061801554, 0.019013770758854777, 0.009670607132534304, 0.01893759036656141, 0.0213026591167504, 0.01884604726812094, 0.01904412488477156, 0.009376666214168609, 0.05145442846611346, 0.015593909169923587], [True, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactionsparams_param=longChain::5803,"([0.9334893048128342, 0.9334893048128342, 0.9334893048128342, 0.9335337341349366, 0.9335337341349366, 0.9334225493476079, 0.9334670678702774, 0.9334893048128342, 0.9335115268960908, 0.9334448160535117], [0.7158661555256358, 0.7306402727317969, 0.7555019803759215, 0.7680120886134278, 0.725677216830037, 0.7172267683840026, 0.7111763195946481, 0.7230147895336673, 0.7529549123483583, 0.7334533071831932], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializerparams_stringLength=1000,"([0.9334225493476079, 0.9334002677376171, 0.9283082077051926, 0.9334448160535117, 0.9333556597454788, 0.8934179752756432, 0.7609641781051222, 0.9167224080267559, 0.9334225493476079, 0.8329427519250083], [0.0004117148698884447, 0.0004051121249823316, 0.000430829754205421, 0.0004308663793205529, 0.0003987969052032476, 0.0006726095666031461, 0.0014111824855569885, 0.0005356382596375585, 0.00039735607447045874, 0.0009827574871569232], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmarkparams_,"([0.14643095396931288, 0.9339779926642214, 0.13337779259753252, 0.10383973288814691, 0.888107202680067, 0.8202472435683261, 0.5856666666666667, 0.9003001000333445, 0.25267022696929237, 1.0003333333333333], [0.00015814200150232968, 1.2637717569888516e-05, 0.00015925341316209616, 0.00014247975187645169, 1.93079018600881e-05, 1.277922733856602e-05, 8.09415960458438e-05, 1.950659350396053e-05, 0.00013302978874466377, 0], [False, True, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.attachparams_,"([0.4207887700534759, 0.9035380507343124, 0.6617647058823529, 0.8414715719063545, 0.9332886356017432, 0.8099532398129593, 0.4933065595716198, 0.9182853315472204, 0.8581465373034459, 0.856951871657754], [7.763603429344876e-05, 6.486880018219385e-05, 0.0001263814458255545, 0.00011474855830380769, 5.74270380388902e-05, 0.00013217465712515083, 0.0003654423400894216, 6.066969379679302e-05, 0.00011126244744389305, 4.9045162787930666e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSetparams_size=1000,"([0.7882234861157578, 0.8616772469094554, 0.8299933199732799, 0.8599598930481284, 0.8602401601067379, 0.8982597054886211, 0.5878423513694054, 0.7885771543086172, 0.6813627254509018, 0.8600534402137608], [0.00022847847333819655, 0.00021938248438488055, 0.00026631203503147733, 0.0002286318932396498, 0.00022213598632149013, 0.00017992707944477335, 0.0006263664073787971, 0.0002168289154112249, 0.000521026899057215, 0.0002250181231763907], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriterparams_padding=100&payloadSize=1024&pooled=true,"([0.7511705685618729, 0.83785594639866, 0.9333779712085705, 0.7677376171352075, 0.8059651474530831, 0.9333333333333333, 0.8664211583528624, 0.9333779712085705, 0.9332662642521797, 0.9331317204301075], [0.00029272278262370215, 0.00019848377814552678, 9.135149285605471e-05, 0.0002873634513238665, 0.00022473432420783466, 8.91413943314525e-05, 0.0001649653368491774, 0.00010525785222119849, 9.418023339568965e-05, 9.076928008801213e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSizeparams_bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=GZIP&maxBatchSize=500&messageSize=100&messageVersion=1,"([0.7935978659553184, 0.9302170283806344, 0.9301703975943869, 0.9335337341349366, 0.9335559265442404, 0.8423333333333334, 0.8165720013364517, 0.8650183762111594, 0.9319773257752584, 0.928881469115192], [0.05633407774483301, 0.02047776224344543, 0.020687021976423588, 0.019386238400887996, 0.01958699130274169, 0.01957538421613941, 0.04867992396368074, 0.03617688325043844, 0.020676566521478534, 0.022550759657409273], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HeaderBenchmark.replace1xResponseparams_,"([0.9333779712085705, 0.8494299128101945, 0.7910247823174816, 0.9316124706671136, 0.9334002677376171, 0.9333556597454788, 0.9333333333333333, 0.08911222780569514, 0.904857621440536, 0.8212253096752594], [9.697580813018483e-05, 0.00016455359304726465, 0.00021160448082774413, 9.050323979073406e-05, 7.703710569268268e-05, 8.882694465618825e-05, 0.00011676428894420452, 0.0010717977746879234, 0.00010937956591400003, 0.00024179789897972744], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoderparams_,"([0.8396921017402945, 0.8667334669338678, 0.9204279505182213, 0.8517898962863834, 0.9338677354709419, 0.8383433533734135, 0.915497661990648, 0.8323873121869783, 0.9234625668449198, 0.9234113712374582], [4.2686778003479215, 3.4819909892290783, 2.189827445932201, 2.0618236717380407, 1.8335317602489953, 4.266957606174096, 2.3766379038632497, 2.1119256321619724, 2.1097763359087125, 2.1659423127372186], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonResponseparams_,"([0.9082384460817147, 0.919959812458138, 0.9333779712085705, 0.9333779712085705, 0.9248322147651007, 0.9332886356017432, 0.9217391304347826, 0.9332438778933244, 0.9015734851021091, 0.9333109919571045], [0.008776045370981242, 0.007865345745714042, 0.006369862564275662, 0.006624940525111098, 0.007327072135024522, 0.006547029173757067, 0.007594497303067571, 0.006537263065457583, 0.00928783104528064, 0.006609673633466258], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Paramsparams_,"([0.8934179752756432, 0.8417890520694259, 1.0003336670003338, 0.628418945963976, 0.8485151818485152, 1.0003337783711614, 1.0003340013360054, 0.670337003670337, 0.12554257095158597, 0.821762349799733], [0.0003235280779603054, 0.0005581970518010212, 0, 0.001302133129517399, 0.0004714720847804521, 0, 0, 0.0007064221113394332, 0.0033311041979685336, 0.0005929423776406756], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSetparams_size=100000,"([0.768048128342246, 0.7878889260622282, 0.9050802139037433, 0.8098897427330438, 0.1645484949832776, 0.9051608579088471, 0.8094440723375753, 0.8113081298093008, 0.9065639651707971, 0.9067824924824591], [0.0003841092099869552, 0.0003705639647326822, 0.00016677075495677576, 0.00031579441141245916, 0.00016358642722658667, 0.00016565738475558255, 0.0003165498408057517, 0.0003095347131573595, 0.00016563764374003852, 0.00016398301430524696], [True, True, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=100000&messageVersion=1,"([0.8606202067355785, 0.7507537688442211, 0.7198261451019726, 0.932, 0.823313293253173, 0.8399196249162759, 0.9232830820770519, 0.8850267379679144, 0.8664658634538153, 0.7033557046979866], [0.0007240011314830969, 0.002299982149427832, 0.000686929701895306, 0.0006971842074831823, 0.0017810014555245915, 0.0006954204313180891, 0.000786405136709849, 0.0011358838853513873, 0.0013054277187374956, 0.002781781056488437], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTestparams_,"([0.6368226186469202, 0.37512605042016806, 0.9331766286098052, 0.932974065341866, 0.914535666218035, 0.7027572293207801, 0.8374748153122902, 0.7936134453781513, 0.6644272757809876, 0.8138440860215054], [19.56742992457141, 31.815120408380974, 3.782102883961906, 3.735978218057143, 4.860725852647614, 16.536607909790497, 8.988136906361902, 10.824013102323816, 16.809851679695225, 10.156747824761904], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,"([0.489311957247829, 0.6861631016042781, 0.8483633934535738, 0.10170056685561854, 0.2984924623115578, 0.7897024406552993, 0.29936518543267626, 0.7746573052490806, 0.9131455399061033, 0.9334225493476079], [0.03804646328256552, 0.02392865937779625, 0.014190635604359982, 0.059417907344246894, 0.04792857939077327, 0.04418613680838241, 0.011055494838847626, 0.020987420199365128, 0.01242412983588256, 0.07588847908795374], [True, True, True, False, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=ONES&compressionType=ZSTD&maxBatchSize=200&messageSize=10000&messageVersion=2,"([0.8486666666666667, 0.8202134756504337, 0.565188396132044, 0.857, 0.9086666666666666, 0.9203333333333333, 0.8606666666666667, 0.9153051017005669, 0.9119706568856285, 0.8669556518839613], [0.24725580799999994, 0.3061376000000003, 0.6593732266666666, 0.2440852480000002, 0.1474671786666666, 0.13798869333333327, 0.11856554666666684, 0.14646485333333345, 0.14674491733333322, 0.21051835733333335], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializerparams_stringLength=1,"([0.9333333333333333, 0.9337792642140468, 0.6840696117804551, 0.9300535475234271, 0.9334225493476079, 0.9333779712085705, 0.8664658634538153, 0.8616772469094554, 0.9331990600872776, 0.9334225493476079], [2.5840900418911564e-05, 2.3433201351170662e-05, 9.440223788212174e-05, 2.5824908256779653e-05, 2.3713173941439365e-05, 2.4541312220289913e-05, 4.4849186168872036e-05, 4.414057504703441e-05, 2.2662114918742353e-05, 2.2786629164864764e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabindparams_,"([0.9335570469798657, 0.8347301374455246, 0.9340033500837521, 0.9149363697253852, 0.8394356734968089, 0.08056394763343404, 0.9335347432024169, 0.9001336005344022, 0.723489932885906, 0.9338235294117647], [0.001904601606373701, 0.0021641742099404804, 0.0019390929663054117, 0.002436766841928882, 0.0026777594695435547, 0.024790275555021436, 0.001878923515450456, 0.002761613595422905, 0.00805344459400635, 0.0019928377411166705], [True, True, False, True, True, False, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageparams_,"([0.9334225493476079, 0.9334893048128342, 0.9334225493476079, 0.9334225493476079, 0.9334002677376171, 0.9333556597454788, 0.9335781041388518, 0.9334893048128342, 0.9334002677376171, 0.9335559265442404], [0.8182025700073028, 0.7365584763030046, 0.7328294834381373, 0.735967940516158, 0.7319462576936627, 0.7539274739433554, 0.7769158158636968, 0.7283483885458935, 0.7314560833495972, 0.7484425921573383], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchemaparams_param=longChain::5803,"([0.8435828877005348, 0.9238222519211493, 0.9167502507522568, 0.930193720774883, 0.9336002669336003, 0.9302868579052702, 0.919959812458138, 0.9300535475234271, 0.9318637274549099, 0.9334225493476079], [21.54194534399999, 10.41645567999999, 11.350769663999998, 9.939703125333324, 9.33585442133333, 9.660552533333332, 10.583419562666663, 9.417687039999997, 9.221778090666666, 9.466991957333333], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.collections.SetOps.addparams_keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,"([0.9336224149432956, 0.9302403204272364, 0.9339779926642214, 0.9306666666666666, 0.6372124041347116, 0.932, 0.8823333333333333, 0.9336666666666666, 0.9336445481827276, 0.7406666666666667], [1.5193261591859838e-05, 1.632241639168609e-05, 1.5260154325160543e-05, 1.3841447901320032e-05, 7.914452840592812e-05, 1.3528089427981257e-05, 2.4439669650570456e-05, 1.3990099951025919e-05, 1.5012655200318767e-05, 3.0094925946111062e-05], [True, True, True, True, True, True, False, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,"([0.8583361176077514, 0.8584810973569755, 0.08729096989966555, 0.4773030707610147, 0.6102034011337112, 0.8484646194926568, 0.9335559265442404, 0.9335559265442404, 0.11955793703951775, 0.33768406961178044], [0.014198661641249452, 0.006128921278926205, 0.0680352079877625, 0.02336048703788255, 0.03382612602113492, 0.016521446724527912, 0.00784791011938502, 0.008622217249530516, 0.06484903965546131, 0.052791987773674054], [True, True, False, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowthparams_matches=3&size=3,"([0.9335337341349366, 0.9284041485446638, 0.1580709979906229, 0.9333779712085705, 0.9334670678702774, 0.8916387959866221, 0.9269025367156208, 0.9249581239530988, 0.8543135280295401, 0.9317497490799599], [6.228269148628987e-05, 7.249543149925151e-05, 0.000534125444093834, 4.479982068876201e-05, 5.364345678791907e-05, 7.377162554557254e-05, 5.069032752142609e-05, 5.393265741593863e-05, 0.000100169202834867, 5.0223776015581536e-05], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFineparams_,"([0.9336002669336003, 0.15392320534223705, 0.9339118825100133, 0.8887775551102205, 0.9335559265442404, 0.9335337341349366, 1.0003341129301704, 0.9318637274549099, 0.16004009355162044, 0.8283233132932531], [1.120911780191013e-05, 0.00014730306461898133, 1.0908505607036742e-05, 1.9334045272306992e-05, 1.1310021774009035e-05, 1.0962836407365866e-05, 0, 1.2302042005846665e-05, 0.00014503009064813297, 2.970456128021587e-05], [True, False, False, False, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessageparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=GZIP&maxBatchSize=2&messageSize=10000&messageVersion=2,"([0.8102068045363575, 0.8635301968635302, 0.9138851802403204, 0.8072168392916806, 0.8452817605868623, 0.8450233800935204, 0.8467957276368492, 0.845460614152203, 0.933933933933934, 0.8617234468937875], [0.0425470698030063, 0.031225786840667628, 0.021176559210567745, 0.024881865834154093, 0.035156383706954016, 0.035333255617169906, 0.035327909173843305, 0.034860640792067146, 0.016659634519956404, 0.0322168849666302], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=case3&numberOfSignificantValueDigits=3,"([0.9050802139037433, 0.8916750250752257, 0.9050484787696422, 0.7365609348914858, 0.9201736806947228, 0.9185308848080134, 0.9335115268960908, 0.9184491978609626, 0.9217391304347826, 0.9335559265442404], [0.08423083867307872, 0.09652281995468473, 0.08470966056194643, 0.22786462822396916, 0.07406622243477443, 0.0733158976376586, 0.060405051124350885, 0.07241027713758161, 0.07027073637501427, 0.061645299175913784], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayoutparams_,"([0.9336666666666666, 0.9336666666666666, 0.5400266844563042, 0.9336002669336003, 0.9336002669336003, 0.9335115268960908, 0.933955970647098, 0.9336445481827276, 0.9319319319319319, 0.9318864774624374], [0.9037555485238062, 0.8743555948260061, 4.8586252909310526, 0.8527755073910012, 0.8587946813113305, 0.8424028847144145, 0.9053621020350505, 0.8647993892039751, 0.8801450211736683, 0.8733096937759449], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
