Benchmark,Steady Percentage
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbcparams_resultSize=200,"([0.8239247311827957, 0.8327187395239691, 0.8323815922069198, 0.8324378777703156, 0.8326626425217974, 0.8324378777703156, 0.8324378777703156, 0.8326065078832606, 0.8323252688172043, 0.8323252688172043], [0.009996396783191712, 0.009523161979343893, 0.00960618841796958, 0.009608999148986759, 0.009515993305876897, 0.009552154722793312, 0.009550211485704908, 0.009648830205693293, 0.009694593902525903, 0.009653079047707538], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabindparams_,"([0.8328859060402685, 0.705330204492122, 0.8331658291457287, 0.8315472203616878, 0.8323815922069198, 0.8328298086606244, 0.8227593152064451, 0.8269873079492318, 0.7241610738255033, 0.8268716577540107], [0.004539423802881469, 0.008234869348683983, 0.004600732333390203, 0.004641469662865143, 0.004626527148174719, 0.004713141039444859, 0.004763863652562534, 0.004648706814185972, 0.00805344459400635, 0.004822267257363852], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessageparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=500&messageSize=100&messageVersion=1,"([0.832774798927614, 0.8331103678929765, 0.8333333333333334, 0.6572769953051644, 0.8314343163538874, 0.6443402545210984, 0.7528428093645485, 0.832886805090422, 0.4246987951807229, 0.8333889816360601], [0.00047034389199090564, 0.00044047935059100796, 0.00044199725767425456, 0.0004335049308337541, 0.0004386278799226152, 0.0004187804728967919, 0.0006511527381301905, 0.0004365587882168988, 0.0013417199411574167, 0.0004224585606690904], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.833611760775142, 0.8342245989304813, 0.5857572718154463, 0.8344459279038718, 0.8333333333333334, 0.8247491638795986, 0.8238825883922615, 0.6470784641068448, 0.8338892595063375, 0.8168168168168168], [2.789139237702683, 2.643666460245675, 6.55763900313004, 2.620874986187275, 2.749965901866536, 2.735263259408007, 2.8941550076398452, 3.1275169889780727, 2.7605066432994128, 3.047477042063572], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordWattsStogatzparams_k=1000&numOfVertices=10000&p=0.05,"([0.8346666666666667, 0.5875291763921308, 0.7846666666666666, 0.2886666666666667, 0.8163333333333334, 0.7771847898599066, 0.7376666666666667, 0.8138368983957219, 0.8304289544235925, 0.7593333333333333], [2228.496629760003, 5014.525313024007, 2264.44181504, 8653.155336192005, 2195.7391155199994, 3030.9802311680032, 3410.170478592006, 2626.3137812480018, 2354.0992573440026, 2867.9350517760113], [True, True, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabindparams_,"([0.7764390896921017, 0.8340567612687813, 0.7260549229738781, 0.8278056951423786, 0.8064192577733199, 0.8334448160535117, 0.8335001668335001, 0.832774798927614, 0.5365365365365365, 0.8252589375208821], [0.9587102646313419, 0.7023769758695184, 1.1741267204164945, 0.7326247652618134, 0.8268830198099003, 0.7010600388410317, 0.7182783888352875, 0.7087124115540725, 1.9499461285301698, 0.7358669920249931], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPathsparams_k=50&n=100&numberOfQueries=20&p=0.3,"([0.8339446482160721, 0.8229409803267755, 0.8340567612687813, 0.8336666666666667, 0.8337783711615487, 0.8339446482160721, 0.832, 0.8336112037345782, 0.8335557038025351, 0.8346666666666667], [24.350468778666652, 25.2469248, 23.473564330666676, 23.20618837333332, 23.90413585066667, 23.141471573333295, 23.648086698666685, 23.114437973333303, 23.36456703999999, 23.950884864000038], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=10000&rows=1000,"([0.8331661651621531, 0.7965252255262278, 1.0003344481605352, 0.6274247491638796, 0.8331103678929765, 0.833834837846874, 0.8318288197927115, 0.7346256684491979, 0.8199131306381557, 0.8331661651621531], [46.176927743999876, 56.20662271999971, 0, 102.73633075199832, 46.349680640000315, 46.03137228800017, 46.658617344000184, 73.3166960640003, 49.86686668800033, 46.12764467199986], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=10000&keyType=String&n_entries=100000&valueType=Boolean,"([0.834, 0.8336666666666667, 0.8336666666666667, 0.829, 0.8336666666666667, 0.8335557038025351, 0.8335557038025351, 0.8335557038025351, 0.8222148098732488, 0.8336666666666667], [1214.6704384000002, 1182.196039680001, 1167.0923509759996, 1212.6047436800002, 1207.441555456, 1514.479288320001, 1607.5131453439997, 1483.7350400000005, 1757.480484864001, 1154.2997237759998], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdkparams_,"([0.8337228714524207, 0.8332219251336899, 0.8340567612687813, 0.832, 0.5148481815148482, 0.8336112037345782, 0.8320534223706177, 0.8321654988321655, 0.8332776478449716, 0.66711140760507], [5.8465880533887455, 5.861378406178351, 6.029587768371718, 6.792286523031451, 17.749422943529034, 5.831107719055703, 5.740253338855992, 5.945586965499565, 5.78690919803752, 11.734715914195657], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.TroveMapPutTest.troveparams_isPresized=true&loadFactor=0.55&size=2500000,"([0.5556666666666666, 0.8258839226150767, 0.8072048032021347, 0.8339446482160721, 0.5873333333333334, 0.648314981648315, 0.8338892595063375, 0.7969323107702567, 0.8096032010670223, 0.8346115371790597], [481.7881661440002, 201.82885990400024, 225.97441945599994, 190.3925657600001, 471.4240409600004, 407.0330859520001, 191.26602956799982, 235.6281344, 218.79953817599988, 192.69628723200003], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageparams_,"([0.833389093342255, 0.8332219251336899, 0.8330545332887254, 0.8266978922716628, 0.8333333333333334, 0.8338914936369726, 0.8337783711615487, 0.8332219251336899, 0.8333333333333334, 0.8333889816360601], [1.671013639992606, 1.5321653847305858, 1.545624522294205, 1.5960606736964968, 1.53512096164953, 1.550710636896583, 1.5735537192997495, 1.5312736986115358, 1.5151113511757683, 1.5460396599896606], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLongparams_,"([0.7403333333333333, 0.17866666666666667, 0.7373333333333333, 0.8313333333333334, 0.7493333333333333, 0.6806666666666666, 0.5353333333333333, 0.6586666666666666, 0.21033333333333334, 0.642], [779.1894855680014, 2533.275729919998, 815.6809789439994, 533.3099479040004, 812.0109629440007, 1023.3011240960004, 1444.206870527998, 1053.8440458240011, 2444.132089855994, 1100.9607598080006], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonResponseparams_,"([0.8332217012726055, 0.8315472203616878, 0.829594911282223, 0.8332775359892869, 0.8325503355704698, 0.8313778075762656, 0.8334448160535117, 0.8332774236833277, 0.8265818547037161, 0.832774798927614], [0.014736985360541086, 0.014890981139161442, 0.014509347409125276, 0.014638402099416834, 0.014692000721187653, 0.014665147557461669, 0.014748800701703892, 0.01447515773678074, 0.015538413139815476, 0.014759733489913118], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType3params_,"([0.8196666666666667, 0.576, 0.7873121869782972, 0.207, 0.834, 0.834, 0.7654320987654321, 0.7973965287049399, 0.8345563709139426, 0.4019346230820547], [4.4025263907774065e-05, 3.868717506804738e-05, 5.327876110745374e-05, 0.0001980884890943889, 3.7185740478168186e-05, 3.878351353440917e-05, 5.0244190936939716e-05, 4.8456938988357404e-05, 3.6216146966456535e-05, 0.00012785159128857738], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineStringparams_,"([0.8337783711615487, 0.8334448160535117, 0.8332775359892869, 0.8334448160535117, 0.8316070831941196, 0.830270631473438, 0.8334448160535117, 0.8317162930746069, 0.8329427519250083, 0.8331661651621531], [0.0003240104090870877, 0.00031583003144044, 0.0002732006855316144, 0.0002945880231753042, 0.00029245936155852375, 0.00029810773051786737, 0.0002966150000864639, 0.0003132025868646294, 0.0003023579606547114, 0.0003022775607391451], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmarkparams_,"([0.8335005015045135, 0.8329427519250083, 0.8329427519250083, 0.832774798927614, 0.8332219251336899, 0.8329986613119144, 0.8333333333333334, 0.8332775359892869, 0.8335561497326203, 0.8329427519250083], [5.5286188305501304e-05, 5.352200104723636e-05, 5.58501349306244e-05, 6.645465562860261e-05, 5.481972895492006e-05, 5.501311159290137e-05, 5.6647902667419335e-05, 5.498922347689236e-05, 5.548052577514588e-05, 6.020661265560455e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDoubleparams_,"([0.8329986613119144, 0.8331661651621531, 0.8320508531281365, 0.8270903010033445, 0.8337228714524207, 0.8337783711615487, 0.833834837846874, 0.8329427519250083, 0.8330545332887254, 0.8301571380809094], [0.0012961215763825332, 0.001273357716321744, 0.001402011960443917, 0.0013706516241590763, 0.0013132676512461396, 0.0013041935380567874, 0.0013212135787557767, 0.001440681385700928, 0.0012614107439061282, 0.0013517490916504235], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategyparams_CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,"([0.6760374832663989, 0.8332776478449716, 0.8333889816360601, 0.8333333333333334, 0.6667779632721202, 0.39612558450233804, 0.6723560910307899, 0.8332776478449716, 0.833611760775142, 0.834001336005344], [0.0001420522982969651, 6.261673325907969e-05, 6.260362010214659e-05, 6.203580187489714e-05, 0.00013927713816887555, 0.00022353212300398588, 0.00014424097297125298, 6.281239207129841e-05, 6.248672530924292e-05, 6.218032019966476e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduceparams_matches=0&size=3,"([0.6546184738955824, 0.7357166722352155, 0.7969271877087508, 0.8334448160535117, 0.3682454969979987, 0.830270631473438, 0.7815322850451656, 0.47779632721202003, 0.8342799866354828, 0.8289429809936646], [3.074448943130109e-05, 4.9090003379648665e-05, 3.809267421274188e-05, 3.3309234255917624e-05, 0.00012001280779462184, 3.531983652233626e-05, 4.3682673929463965e-05, 0.00010061025836694324, 3.366023807482786e-05, 3.34781083886978e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessageparams_bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,"([0.5415271265907569, 0.8331099195710456, 0.8327175008397716, 0.8310991957104558, 0.6351758793969849, 0.6601876675603218, 0.8332219251336899, 0.8332217012726055, 0.8329427519250083, 0.8314343163538874], [0.00027272513792529784, 0.00010596211079635549, 9.959660620105078e-05, 0.00010334075767094088, 0.00021205211723742694, 0.00019287823133083405, 0.00010483979706055642, 0.00010112123552710922, 0.00010452572565508645, 0.00011183711491324733], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.CoordPackerBenchmark.doPackparams_,"([0.8294235924932976, 0.8328308207705193, 0.8327187395239691, 0.8160187667560321, 0.8335008375209381, 0.8329427519250083, 0.8323815922069198, 0.8334450402144772, 0.8329979879275654, 0.820033388981636], [0.09948166404050894, 0.0952247284953648, 0.09386358038409169, 0.10747557889278961, 0.09657648642822524, 0.09607024910252485, 0.09541171380436417, 0.09617755796809202, 0.09546409574517553, 0.10595087204639826], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.Float8Benchmarks.copyFromBenchmarkparams_,"([1.0003344481605352, 0.1681149732620321, 0.16755852842809366, 1.0003336670003338, 0.8299365185432677, 1.0003341129301704, 0.16895282703245232, 0.8314907872696817, 0.8332219251336899, 0.1681149732620321], [0, 0.0376527114598822, 0.037222434370767325, 0, 0.007691368949178259, 0, 0.03916946480048151, 0.007568334582799371, 0.00755517946900489, 0.03722772563909844], [True, True, False, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadWithFinalChunkparams_cols=1000&rows=100000,"([0.7576666666666667, 1.0003333333333333, 0.7853333333333333, 0.834, 0.35233333333333333, 0.8326666666666667, 0.832, 0.827, 0.696, 0.734], [578.8978380799961, 0, 512.1140326399974, 396.9426391039992, 1537.694760960022, 400.8789934079983, 400.0285982719984, 413.30671616, 715.890098176003, 624.9145958400043], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactionsparams_param=longChain::5803,"([0.4839572192513369, 0.8332219251336899, 0.8332219251336899, 0.5895123580494323, 0.8333333333333334, 0.8330545332887254, 0.8335005015045135, 0.8332219251336899, 0.37387236886067493, 0.8331103678929765], [3.675146906006531, 1.3757160419689043, 1.4075523198614588, 3.0308320817723, 1.372775115729907, 1.3548419596858412, 1.3617597204187226, 1.3711311939010182, 4.3161449105157335, 1.371375825683755], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmarkparams_,"([0.41027351567711806, 0.26675558519506504, 0.1683894631543848, 0.6918196994991653, 0.8271356783919598, 0.6251252923488139, 0.7676666666666667, 0.8339446482160721, 0.25267022696929237, 0.17033333333333334], [0.00010881504581497369, 0.00013500697703536525, 0.00015282995037958227, 4.9751692062654775e-05, 2.911671102071494e-05, 6.391754168027048e-05, 4.5317518632084964e-05, 3.216423687325699e-05, 0.00013302978874466377, 0.00015977310462416533], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinctparams_countk=100&limit=-1&syncThreshold=10000,"([0.40066666666666667, 0.8123333333333334, 0.589, 0.738, 0.3303333333333333, 0.17366666666666666, 0.7693333333333333, 0.7486666666666667, 0.7873333333333333, 0.7556666666666667], [13850.539720703959, 4353.410727935999, 9502.959075327995, 6106.503970816001, 15435.919523839919, 18980.74393804792, 5321.615474688008, 5902.996340736002, 4908.6023598080055, 5712.910483456002], [True, True, True, False, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFineparams_,"([0.8288288288288288, 0.1672787979966611, 0.8287716955941254, 0.8132932531730127, 0.6163606010016695, 0.8286573146292585, 0.7908453057133311, 0.8343353373413493, 0.830270631473438, 0.8293253173012692], [2.8171651247397103e-05, 0.0001449935654895155, 2.739660171565882e-05, 3.1811337863623896e-05, 7.168973179789894e-05, 2.726993730800942e-05, 3.739376029806655e-05, 2.9464393284871952e-05, 2.9601694818394846e-05, 2.970456128021587e-05], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIteratorparams_bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,"([0.6113522537562605, 0.1781187458305537, 0.1683894631543848, 1.0003335557038024, 0.8338892595063375, 0.6983650316983651, 1.0003336670003338, 0.16977985323549033, 0.6969292389853138, 0.1683894631543848], [7.366670620444447, 15.600664610133297, 15.792408905955623, 0, 3.1664004892444417, 5.722929038222225, 0, 15.758887674311053, 5.755846246400001, 15.789490756266648], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=avg&dataType=bigint&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=GLOBAL,"([0.834, 0.8339446482160721, 0.8203333333333334, 0.4684894964988329, 0.8343333333333334, 0.834, 0.834, 0.834, 0.8337228714524207, 0.8336666666666667], [4.5433244496770876e-05, 4.579767274964041e-05, 5.008627488291682e-05, 0.0001456952667948424, 4.670813829214854e-05, 4.761650845590073e-05, 4.555866511100458e-05, 4.9325278587493263e-05, 4.214812626549172e-05, 4.497419647858208e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbcparams_resultSize=10,"([0.7212566844919787, 0.8329986613119144, 0.828140703517588, 0.8212253096752594, 0.8335005015045135, 0.8329427519250083, 0.833611760775142, 0.8064948108470037, 0.8335561497326203, 0.8335005015045135], [0.0018968362877697222, 0.0010823391558269643, 0.0011249956456825254, 0.0011651607198437555, 0.001123390821283091, 0.0010715169519564653, 0.0010972433823480206, 0.0013417873431509407, 0.0011647431351540086, 0.001074385233219157], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaselineparams_scenario=SHIFTED,"([0.8323796701447325, 0.8272849462365591, 0.8327187395239691, 0.8321560713084426, 0.8324941255454851, 0.8319865319865319, 0.8320430831369909, 0.8022162525184687, 0.8325503355704698, 0.5504032258064516], [1.51498703725089, 1.5574112639498698, 1.4839787122774086, 1.5142696808380127, 1.5137901983376678, 1.496563558580129, 1.4931589734586415, 1.7772668363519826, 1.5172999385701138, 3.9902633556014178], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.lca.LowestCommonAncestorAlgorithmPerformanceTest.BinaryLiftingLCARandomTreeBenchmark.runparams_,"([0.833389093342255, 0.1678345011678345, 0.369826435246996, 0.7755102040816326, 0.8326626425217974, 0.8301068090787717, 0.8325503355704698, 0.8334448160535117, 0.42038216560509556, 0.16867067468269872], [57.40403097600004, 280.48857497600073, 215.092428800001, 75.48003942400015, 56.69729075200001, 58.11352371200004, 56.54682009600006, 55.70415820800001, 195.51079628800093, 279.72979916800057], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=10000&keyType=String&n_entries=10&valueType=String,"([0.8343333333333334, 0.821762349799733, 0.8332776478449716, 0.8330545332887254, 0.8336673346693386, 0.8331661651621531, 0.8332217012726055, 0.8333333333333334, 0.8309388573337788, 0.8268268268268268], [6.484005682017893, 6.6883497381125565, 7.260770993168251, 7.481977813739688, 6.4320064974499305, 6.459995518116023, 6.401259142907934, 7.082081692850787, 6.587198632745749, 6.695963637656562], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleR2dbcparams_resultSize=100,"([0.8334448160535117, 0.8331661651621531, 0.8331661651621531, 0.8333333333333334, 0.8331103678929765, 0.8338903743315508, 0.832886805090422, 0.8333889816360601, 0.8331103678929765, 0.8342799866354828], [0.13655156533397633, 0.08571191052342428, 0.08519786071783547, 0.0856979120187203, 0.0852147284608429, 0.08658259305194943, 0.08728972829162113, 0.13658516605968485, 0.08643808269807447, 0.08616358017774689], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglibparams_,"([0.6293449197860963, 0.7438127090301003, 0.2101570330771801, 0.4020066889632107, 0.6421158352862404, 0.6409227683049148, 0.767426273458445, 0.23084643693542992, 0.7798931195724783, 0.40503355704697985], [1.1134320142115275, 0.6592413388609197, 2.2487353088265567, 1.0206236381590859, 1.018044674322863, 1.0151472070833332, 0.577100890690971, 2.346268122323136, 0.5445462897065448, 1.1581615441407047], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowthparams_matches=0&size=1000,"([0.833389093342255, 0.8332219251336899, 0.8332217012726055, 0.8334448160535117, 0.8331661651621531, 0.8328308207705193, 0.8331103678929765, 0.8329986613119144, 0.8331103678929765, 0.8332219251336899], [0.00013698134180749392, 0.0001369624153594736, 0.00013762049784891213, 0.00013526014459489655, 0.0001348480683745344, 0.00013713550525284294, 0.00013854275824681702, 0.00013909902220295717, 0.0001365641006237991, 0.00013810342003025292], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSONparams_,"([0.16783684386492811, 0.8335005015045135, 0.8336673346693386, 0.8331661651621531, 0.8316633266533067, 0.8332219251336899, 0.8335005015045135, 0.8337228714524207, 0.8338892595063375, 0.8335005015045135], [0.019472302191608167, 0.004827092656198911, 0.0045660757291501215, 0.004730326541679643, 0.004606334138991391, 0.004832994738056957, 0.005013969246884489, 0.004976474918501392, 0.004850438291829251, 0.004985292802645333], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinaryparams_,"([0.45999330431871444, 0.8324941255454851, 0.8333333333333334, 0.5599464166108507, 0.8332217012726055, 0.8146782841823056, 0.8329419657832942, 0.8262910798122066, 0.8332775359892869, 0.8324378777703156], [0.00042744803010423565, 0.0004048218277020867, 0.0004291561096313338, 0.001036912925036475, 0.00043070331671893575, 0.00047847636076039034, 0.00043716284781766747, 0.00044210807055065237, 0.00040498824613899987, 0.000433115692045235], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializerparams_stringLength=100000,"([0.8342245989304813, 0.6672229639519359, 0.8333333333333334, 0.8336666666666667, 0.821917808219178, 0.6658847184986595, 0.8333889816360601, 0.818363939899833, 0.833611760775142, 0.8334445927903872], [0.09015250032632191, 0.09006117082754188, 0.09461604181144319, 0.09022972448957255, 0.09657190717806095, 0.09159832107297135, 0.08951139011128352, 0.10420499726638636, 0.09045495965644701, 0.08888299865186644], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaselineparams_limit=128000,"([0.8019339779926642, 0.8269423141047015, 0.8146666666666667, 0.8343333333333334, 0.8336666666666667, 0.7895263509006004, 0.7152384128042681, 0.8236666666666667, 0.7243333333333334, 0.6588862954318107], [3.752141271380703e-05, 2.7897417838459152e-05, 3.7961666318443195e-05, 2.68626175993025e-05, 3.3079436308396604e-05, 3.5868141787602604e-05, 5.7680424849662046e-05, 3.200378165842237e-05, 5.5816909499195346e-05, 6.398062159237395e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.QueueBurstCost.burstCostparams_burstSize=100&consumerCount=1&qCapacity=132000&qType=MpmcArrayQueue&warmup=true,"([0.30691739422431163, 0.5686077643908969, 0.5045226130653266, 0.16977985323549033, 0.3331103678929766, 0.6607442172309755, 0.16839986581684, 0.26306970509383376, 0.34721289456010745, 0.496144820650352], [0.052956675866569096, 0.029734439321819073, 0.03385059146434942, 0.04441454422425061, 0.04431767307658314, 0.0114982281700513, 0.05345468801382245, 0.05610675088525849, 0.048193675586833726, 0.025266069410928283], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HeaderBenchmark.replace2xResponseparams_,"([0.22401073105298458, 0.8326065078832606, 0.833389093342255, 0.658380920389654, 0.8327175008397716, 0.8316036156678942, 0.5647216633132126, 0.8214405360134003, 0.8329979879275654, 0.8323815922069198], [0.0019017398568084618, 0.0004688745550407839, 0.000453447309137584, 0.00048169658010897555, 0.0004483605563205127, 0.00045802748232283744, 0.0011216353597438612, 0.00047644811008248125, 0.00044032304253459526, 0.00044429146591162317], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAsciiparams_direct=true&length=8,"([0.8333889816360601, 0.8331103678929765, 0.833611760775142, 0.832886805090422, 0.8234704112337011, 0.8337228714524207, 0.8335005015045135, 0.8318288197927115, 0.8335005015045135, 0.8312123241795043], [5.284835979428478e-05, 5.3414688771461544e-05, 5.185558008242766e-05, 5.688601962451934e-05, 5.575350035270405e-05, 4.932888611424991e-05, 7.11177173136346e-05, 5.590429703196618e-05, 5.1922044814130314e-05, 6.362216821619414e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
